"chargeback_id","payment_id","reason","chargeback_amount","currency","chargeback_status","opened_at"
"649","82878","fraud","138.39","MXN","won","2026-07-05T00:54:46.5307261+00:00"
"650","150842","unauthorized","144.69","MXN","lost","2026-06-21T18:52:46.5307261+00:00"
"651","2552","unauthorized","149.82","MXN","open","2026-07-18T14:24:46.5307261+00:00"
"652","95663","service_not_received","129.81","MXN","won","2026-06-29T01:19:46.5307261+00:00"
"653","198873","service_not_received","117.76","USD","open","2026-07-13T03:28:46.5307261+00:00"
"654","218234","unauthorized","134.78","USD","open","2026-06-23T11:42:46.5307261+00:00"
"655","70966","service_not_received","140.91","USD","won","2026-06-24T23:22:46.5307261+00:00"
"656","246026","fraud","14.18","COP","lost","2026-06-19T22:24:46.5307261+00:00"
"657","47491","fraud","108.45","MXN","open","2026-07-09T13:46:46.5307261+00:00"
"658","83422","duplicate","97.14","USD","won","2026-06-21T00:44:46.5307261+00:00"
"659","122095","duplicate","60.5","COP","lost","2026-07-28T07:16:46.5307261+00:00"
"660","200082","unauthorized","34.7","USD","won","2026-07-16T20:16:46.5307261+00:00"
"661","58435","fraud","134.92","COP","open","2026-07-04T09:34:46.5307261+00:00"
"662","154807","service_not_received","132.34","USD","open","2026-07-12T13:09:46.5307261+00:00"
"663","130769","service_not_received","75.51","MXN","won","2026-06-24T19:20:46.5307261+00:00"
"664","190971","unauthorized","93.95","USD","won","2026-08-16T20:22:46.5307261+00:00"
"665","124079","service_not_received","126.2","MXN","open","2026-07-10T11:26:46.5307261+00:00"
"666","30362","unauthorized","34.55","MXN","won","2026-08-09T01:59:46.5307261+00:00"
"667","204405","fraud","80.57","COP","open","2026-07-31T09:50:46.5307261+00:00"
"668","71217","fraud","37.41","MXN","open","2026-08-14T13:35:46.5307261+00:00"
"669","179921","fraud","105.22","MXN","lost","2026-07-09T17:18:46.5307261+00:00"
"670","108349","unauthorized","58.06","COP","lost","2026-07-20T08:34:46.5307261+00:00"
"671","54056","duplicate","60.03","USD","won","2026-06-25T22:59:46.5307261+00:00"
"672","116817","service_not_received","36.39","COP","won","2026-07-02T03:07:46.5307261+00:00"
"673","167460","service_not_received","97.58","MXN","won","2026-08-14T08:00:46.5307261+00:00"
"674","60749","service_not_received","76.78","USD","lost","2026-07-22T01:22:46.5307261+00:00"
"675","189400","service_not_received","32.87","COP","lost","2026-06-30T14:20:46.5307261+00:00"
"676","89376","service_not_received","13.36","USD","won","2026-06-22T05:31:46.5307261+00:00"
"677","47715","duplicate","26.57","USD","lost","2026-06-25T14:02:46.5307261+00:00"
"678","19131","fraud","12.33","COP","won","2026-07-24T11:09:46.5307261+00:00"
"679","227537","duplicate","39.01","COP","won","2026-06-28T08:19:46.5307261+00:00"
"680","141112","unauthorized","12.06","COP","open","2026-08-13T22:52:46.5307261+00:00"
"681","56381","unauthorized","20.13","MXN","open","2026-07-18T17:19:46.5307261+00:00"
"682","126726","fraud","96.16","MXN","lost","2026-08-07T06:14:46.5307261+00:00"
"683","72054","fraud","58.64","USD","lost","2026-07-12T14:50:46.5307261+00:00"
"684","249326","duplicate","80.74","USD","lost","2026-08-10T13:10:46.5307261+00:00"
"685","126856","unauthorized","97.41","MXN","open","2026-07-13T23:46:46.5307261+00:00"
"686","122018","duplicate","48.58","MXN","open","2026-06-29T14:47:46.5307261+00:00"
"687","101764","fraud","102.83","COP","lost","2026-07-08T02:33:46.5307261+00:00"
"688","200334","unauthorized","95.8","USD","lost","2026-06-24T16:49:46.5307261+00:00"
"689","240454","service_not_received","146.51","USD","won","2026-06-28T01:28:46.5307261+00:00"
"690","91207","unauthorized","81.92","USD","open","2026-07-19T14:01:46.5307261+00:00"
"691","56208","fraud","96.05","COP","won","2026-08-12T09:21:46.5307261+00:00"
"692","47257","fraud","114.4","MXN","lost","2026-07-09T06:34:46.5307261+00:00"
"693","104290","unauthorized","87.91","MXN","lost","2026-08-15T20:36:46.5307261+00:00"
"694","134458","unauthorized","93.48","COP","open","2026-08-05T09:52:46.5307261+00:00"
"695","173572","duplicate","119.39","COP","open","2026-08-04T19:19:46.5307261+00:00"
"696","93708","fraud","124.19","MXN","open","2026-08-16T22:28:46.5307261+00:00"
"697","147108","unauthorized","136.78","MXN","lost","2026-07-21T10:00:46.5307261+00:00"
"698","87075","fraud","34.24","MXN","won","2026-07-18T00:13:46.5307261+00:00"
"699","188766","duplicate","129.31","MXN","lost","2026-07-17T08:59:46.5307261+00:00"
"700","20928","service_not_received","37.11","COP","open","2026-08-02T05:40:46.5307261+00:00"
"701","69260","unauthorized","26.92","USD","won","2026-06-25T07:57:46.5307261+00:00"
"702","50255","service_not_received","76.7","USD","open","2026-07-28T08:19:46.5307261+00:00"
"703","129473","unauthorized","116.67","MXN","open","2026-08-06T21:07:46.5307261+00:00"
"704","157948","service_not_received","46.76","USD","open","2026-07-15T19:06:46.5307261+00:00"
"705","157513","service_not_received","36.51","MXN","won","2026-07-25T01:19:46.5307261+00:00"
"706","31349","service_not_received","48.08","USD","open","2026-08-12T12:27:46.5307261+00:00"
"707","103797","duplicate","32.6","MXN","won","2026-07-01T09:06:46.5307261+00:00"
"708","29416","fraud","90.45","MXN","won","2026-08-10T17:32:46.5307261+00:00"
"709","178181","duplicate","87.07","USD","open","2026-07-06T05:04:46.5307261+00:00"
"710","67948","unauthorized","78.76","MXN","lost","2026-07-16T16:39:46.5307261+00:00"
"711","145111","service_not_received","119.89","COP","won","2026-07-17T02:21:46.5307261+00:00"
"712","95618","fraud","74.19","USD","lost","2026-06-20T10:10:46.5307261+00:00"
"713","179112","service_not_received","83.95","MXN","won","2026-07-01T02:28:46.5307261+00:00"
"714","225689","fraud","18.46","MXN","open","2026-07-02T12:35:46.5307261+00:00"
"715","31660","fraud","9.17","USD","won","2026-08-17T10:00:46.5307261+00:00"
"716","218260","service_not_received","142.75","USD","open","2026-08-07T09:53:46.5307261+00:00"
"717","174107","service_not_received","122.66","USD","open","2026-07-28T16:24:46.5307261+00:00"
"718","5404","fraud","148.77","USD","won","2026-06-22T03:34:46.5307261+00:00"
"719","1300","unauthorized","24.99","COP","lost","2026-08-08T00:29:46.5307261+00:00"
"720","102217","duplicate","114.25","COP","lost","2026-07-17T05:28:46.5307261+00:00"
"721","210307","unauthorized","134.34","COP","lost","2026-06-26T02:23:46.5307261+00:00"
"722","27203","duplicate","8.11","USD","open","2026-06-20T23:15:46.5307261+00:00"
"723","59532","duplicate","149.56","MXN","open","2026-07-20T08:39:46.5307261+00:00"
"724","217894","fraud","127.22","MXN","won","2026-08-08T18:41:46.5307261+00:00"
"725","165511","duplicate","68.61","MXN","open","2026-07-06T02:03:46.5307261+00:00"
"726","83693","duplicate","99.74","COP","open","2026-07-26T01:43:46.5307261+00:00"
"727","170433","unauthorized","86.58","MXN","won","2026-08-14T00:49:46.5307261+00:00"
"728","128250","duplicate","137.63","COP","open","2026-06-22T12:13:46.5307261+00:00"
"729","90396","service_not_received","88.81","COP","won","2026-08-15T20:39:46.5307261+00:00"
"730","186918","unauthorized","6.23","COP","lost","2026-07-14T07:42:46.5307261+00:00"
"731","128238","duplicate","140.71","COP","won","2026-07-25T18:36:46.5307261+00:00"
"732","167109","fraud","23.47","COP","lost","2026-07-04T14:47:46.5307261+00:00"
"733","51724","service_not_received","54.91","MXN","lost","2026-06-26T18:32:46.5307261+00:00"
"734","3729","fraud","114.91","COP","open","2026-06-24T03:15:46.5307261+00:00"
"735","7200","duplicate","52.84","MXN","open","2026-07-26T07:12:46.5307261+00:00"
"736","160296","fraud","17.53","MXN","lost","2026-08-10T23:11:46.5307261+00:00"
"737","208146","service_not_received","76.37","USD","open","2026-07-05T00:31:46.5307261+00:00"
"738","128158","duplicate","112.78","MXN","won","2026-08-05T04:25:46.5307261+00:00"
"739","146528","fraud","101.64","MXN","won","2026-07-25T07:21:46.5307261+00:00"
"740","91487","duplicate","145.35","COP","lost","2026-07-22T23:17:46.5307261+00:00"
"741","86817","unauthorized","126.17","MXN","won","2026-07-28T00:52:46.5307261+00:00"
"742","203670","service_not_received","24.04","COP","won","2026-07-02T08:46:46.5307261+00:00"
"743","134573","duplicate","129.52","COP","won","2026-07-30T03:44:46.5307261+00:00"
"744","65400","service_not_received","116.11","COP","lost","2026-06-29T20:06:46.5307261+00:00"
"745","157386","unauthorized","34.68","COP","won","2026-08-19T08:57:46.5307261+00:00"
"746","139126","duplicate","84.12","COP","open","2026-07-10T12:35:46.5307261+00:00"
"747","12544","service_not_received","45.19","MXN","won","2026-06-22T07:09:46.5307261+00:00"
"748","59435","duplicate","34.14","COP","won","2026-07-03T03:10:46.5307261+00:00"
"749","206267","fraud","15.39","COP","won","2026-07-21T16:38:46.5307261+00:00"
"750","10355","service_not_received","28.69","USD","lost","2026-07-02T12:34:46.5307261+00:00"
"751","137290","fraud","124.92","USD","won","2026-07-25T04:30:46.5307261+00:00"
"752","114312","fraud","95.1","COP","lost","2026-07-16T01:23:46.5307261+00:00"
"753","216258","service_not_received","139.44","USD","won","2026-07-28T16:35:46.5307261+00:00"
"754","145240","unauthorized","62.31","COP","lost","2026-07-31T10:43:46.5307261+00:00"
"755","68446","service_not_received","33.52","MXN","lost","2026-08-01T05:45:46.5307261+00:00"
"756","150803","duplicate","54.15","MXN","lost","2026-06-19T22:41:46.5307261+00:00"
"757","10189","duplicate","37.8","USD","lost","2026-06-24T15:57:46.5307261+00:00"
"758","50641","fraud","95.2","COP","open","2026-07-18T20:01:46.5307261+00:00"
"759","247709","fraud","109.34","USD","won","2026-08-07T20:36:46.5307261+00:00"
"760","24808","service_not_received","92.92","USD","open","2026-07-13T22:34:46.5307261+00:00"
"761","9473","unauthorized","136.42","MXN","open","2026-06-22T01:49:46.5307261+00:00"
"762","149351","unauthorized","35.94","COP","lost","2026-07-10T08:05:46.5307261+00:00"
"763","136994","fraud","62.41","COP","open","2026-07-20T13:18:46.5307261+00:00"
"764","141180","service_not_received","26.2","MXN","open","2026-06-30T11:33:46.5307261+00:00"
"765","128145","fraud","114.24","USD","won","2026-07-23T15:08:46.5307261+00:00"
"766","146155","duplicate","93.64","MXN","lost","2026-08-11T19:43:46.5307261+00:00"
"767","38744","service_not_received","97.18","COP","open","2026-08-16T08:38:46.5307261+00:00"
"768","198032","fraud","128.37","MXN","lost","2026-08-04T15:23:46.5307261+00:00"
"769","198288","service_not_received","33.26","MXN","lost","2026-08-04T05:03:46.5307261+00:00"
"770","37043","duplicate","18.17","COP","lost","2026-07-04T18:43:46.5307261+00:00"
"771","201772","service_not_received","31.09","COP","open","2026-07-27T06:42:46.5307261+00:00"
"772","182220","fraud","52.03","MXN","won","2026-07-12T10:50:46.5307261+00:00"
"773","89912","unauthorized","88.65","MXN","lost","2026-08-06T03:16:46.5307261+00:00"
"774","13663","service_not_received","100.56","COP","lost","2026-07-26T01:07:46.5307261+00:00"
"775","44953","duplicate","93.61","USD","open","2026-08-06T01:45:46.5307261+00:00"
"776","54562","service_not_received","138.82","COP","lost","2026-06-25T03:39:46.5393442+00:00"
"777","39420","unauthorized","83.26","USD","open","2026-07-19T03:34:46.5393442+00:00"
"778","44005","duplicate","113.29","MXN","lost","2026-07-17T04:50:46.5393442+00:00"
"779","145359","duplicate","59.98","USD","open","2026-08-13T10:01:46.5393442+00:00"
"780","61685","fraud","26.03","USD","open","2026-06-28T17:01:46.5393442+00:00"
"781","5924","fraud","103.61","USD","lost","2026-07-14T19:29:46.5393442+00:00"
"782","218001","fraud","140.35","COP","won","2026-06-22T23:30:46.5393442+00:00"
"783","63140","service_not_received","20.26","MXN","won","2026-07-31T05:06:46.5393442+00:00"
"784","124947","duplicate","122.62","COP","won","2026-07-29T08:50:46.5393442+00:00"
"785","77702","service_not_received","96.34","MXN","lost","2026-08-02T06:09:46.5393442+00:00"
"786","103674","service_not_received","51.52","USD","open","2026-07-21T23:51:46.5393442+00:00"
"787","126661","duplicate","139.49","COP","lost","2026-07-31T01:27:46.5393442+00:00"
"788","161884","service_not_received","107.7","MXN","lost","2026-06-27T08:38:46.5393442+00:00"
"789","178543","service_not_received","74.88","COP","open","2026-08-14T21:11:46.5393442+00:00"
"790","38031","fraud","38.82","COP","lost","2026-07-19T19:08:46.5393442+00:00"
"791","180380","duplicate","76.27","COP","won","2026-07-13T01:10:46.5393442+00:00"
"792","246972","unauthorized","141.62","USD","won","2026-06-21T10:37:46.5393442+00:00"
"793","102567","unauthorized","46.94","MXN","lost","2026-07-01T15:44:46.5393442+00:00"
"794","174716","unauthorized","82.64","MXN","open","2026-07-01T23:00:46.5393442+00:00"
"795","183697","service_not_received","113.98","USD","won","2026-07-25T14:04:46.5393442+00:00"
"796","2673","duplicate","132.48","MXN","open","2026-07-18T06:59:46.5393442+00:00"
"797","218703","service_not_received","64.32","USD","open","2026-07-31T14:15:46.5393442+00:00"
"798","123602","fraud","31.74","MXN","open","2026-06-21T18:58:46.5393442+00:00"
"799","52512","unauthorized","80.16","COP","open","2026-06-22T12:10:46.5393442+00:00"
"800","174204","fraud","85.44","MXN","lost","2026-07-13T09:59:46.5393442+00:00"
"801","138191","duplicate","115.17","MXN","won","2026-07-18T17:45:46.5393442+00:00"
"802","156548","unauthorized","117.48","USD","open","2026-07-12T16:06:46.5393442+00:00"
"803","147719","service_not_received","30.12","MXN","open","2026-07-19T17:15:46.5393442+00:00"
"804","130485","duplicate","77.57","USD","lost","2026-07-16T16:17:46.5393442+00:00"
"805","193274","fraud","137.58","COP","open","2026-07-19T20:28:46.5393442+00:00"
"806","208402","fraud","44.16","MXN","open","2026-06-28T22:06:46.5393442+00:00"
"807","43102","service_not_received","135.69","USD","won","2026-06-23T13:07:46.5393442+00:00"
"808","103191","unauthorized","132.26","COP","open","2026-06-23T01:05:46.5393442+00:00"
"809","212967","unauthorized","83.49","USD","lost","2026-07-31T20:04:46.5393442+00:00"
"810","219682","duplicate","79.91","COP","open","2026-07-15T22:29:46.5393442+00:00"
"811","164366","duplicate","126.73","USD","won","2026-07-05T05:20:46.5393442+00:00"
"812","215759","unauthorized","49.42","MXN","won","2026-06-28T23:16:46.5393442+00:00"
"813","115982","fraud","82.82","USD","open","2026-07-17T07:17:46.5393442+00:00"
"814","161124","unauthorized","57.71","COP","won","2026-08-03T20:18:46.5393442+00:00"
"815","28691","fraud","50.19","MXN","open","2026-07-28T07:03:46.5418979+00:00"
"816","120081","service_not_received","56.22","COP","lost","2026-07-20T05:07:46.5418979+00:00"
"817","199445","service_not_received","69.15","USD","open","2026-07-23T08:03:46.5418979+00:00"
"818","23678","unauthorized","95.33","COP","won","2026-07-23T06:33:46.5418979+00:00"
"819","13802","duplicate","39.41","MXN","won","2026-08-12T22:04:46.5418979+00:00"
"820","196559","duplicate","121.08","MXN","open","2026-07-20T19:01:46.5418979+00:00"
"821","86921","duplicate","30.08","COP","lost","2026-07-02T20:30:46.5418979+00:00"
"822","212169","fraud","74.91","USD","lost","2026-07-15T23:08:46.5418979+00:00"
"823","75109","service_not_received","120.63","MXN","open","2026-08-17T03:28:46.5418979+00:00"
"824","208305","duplicate","41.06","MXN","won","2026-07-03T17:33:46.5418979+00:00"
"825","21483","duplicate","76.82","USD","open","2026-07-12T20:53:46.5418979+00:00"
"826","155811","service_not_received","87.33","USD","won","2026-07-11T07:57:46.5418979+00:00"
"827","174954","unauthorized","48.71","MXN","lost","2026-07-29T19:52:46.5418979+00:00"
"828","202277","duplicate","145.18","MXN","won","2026-08-05T16:04:46.5418979+00:00"
"829","68026","unauthorized","12.16","USD","open","2026-07-09T22:28:46.5418979+00:00"
"830","232013","service_not_received","137.86","COP","won","2026-08-08T14:59:46.5418979+00:00"
"831","4515","fraud","134.76","COP","won","2026-07-21T18:25:46.5418979+00:00"
"832","152520","fraud","40.93","COP","won","2026-07-28T22:46:46.5418979+00:00"
"833","138888","duplicate","13.32","COP","won","2026-08-15T13:08:46.5418979+00:00"
"834","6084","service_not_received","80.93","USD","won","2026-08-08T20:32:46.5418979+00:00"
"835","101523","unauthorized","67.83","MXN","won","2026-08-11T00:22:46.5418979+00:00"
"836","241587","duplicate","100.63","COP","won","2026-06-23T14:35:46.5418979+00:00"
"837","192318","service_not_received","25.24","USD","open","2026-07-30T02:12:46.5418979+00:00"
"838","223708","unauthorized","128.52","COP","lost","2026-07-05T08:44:46.5418979+00:00"
"839","94156","service_not_received","62.22","COP","lost","2026-08-04T14:45:46.5418979+00:00"
"840","210171","duplicate","117.71","USD","won","2026-08-04T02:05:46.5418979+00:00"
"841","139825","unauthorized","63.64","COP","open","2026-07-01T05:05:46.5418979+00:00"
"842","54375","duplicate","91.96","MXN","open","2026-07-01T19:56:46.5418979+00:00"
"843","245937","fraud","78.03","COP","won","2026-08-07T00:39:46.5418979+00:00"
"844","120258","service_not_received","28.68","COP","won","2026-08-03T02:31:46.5418979+00:00"
"845","65538","unauthorized","46.61","COP","open","2026-07-25T06:36:46.5418979+00:00"
"846","31359","duplicate","97.11","MXN","won","2026-07-16T13:06:46.5418979+00:00"
"847","102357","service_not_received","51.12","USD","lost","2026-07-01T03:48:46.5418979+00:00"
"848","77425","unauthorized","65.19","USD","won","2026-07-12T03:13:46.5418979+00:00"
"849","234183","unauthorized","35.7","MXN","won","2026-06-27T18:36:46.5418979+00:00"
"850","208227","unauthorized","102.91","USD","won","2026-08-06T19:15:46.5418979+00:00"
"851","149363","fraud","71.56","USD","lost","2026-07-27T18:42:46.5418979+00:00"
"852","62873","unauthorized","104.45","MXN","open","2026-08-14T18:40:46.5418979+00:00"
"853","198036","service_not_received","78.49","COP","won","2026-07-13T02:36:46.5418979+00:00"
"854","163354","unauthorized","55.29","COP","open","2026-08-01T21:03:46.5418979+00:00"
"855","8074","service_not_received","108.87","MXN","open","2026-07-18T16:35:46.5418979+00:00"
"856","20605","unauthorized","42.96","MXN","open","2026-07-23T02:24:46.5418979+00:00"
"857","8141","fraud","69.28","COP","lost","2026-08-09T02:10:46.5418979+00:00"
"858","140807","unauthorized","55.68","USD","open","2026-08-15T08:12:46.5418979+00:00"
"859","31411","service_not_received","64.52","MXN","won","2026-07-28T08:53:46.5418979+00:00"
"860","172830","unauthorized","93.4","MXN","won","2026-06-21T06:57:46.5418979+00:00"
"861","52198","service_not_received","118.14","COP","lost","2026-06-24T06:18:46.5418979+00:00"
"862","240493","service_not_received","146.61","USD","open","2026-07-02T03:09:46.5418979+00:00"
"863","105928","duplicate","70.49","MXN","open","2026-08-17T06:30:46.5418979+00:00"
"864","213276","fraud","31.61","COP","won","2026-06-23T00:34:46.5418979+00:00"
"865","128746","fraud","147.69","MXN","open","2026-07-27T13:57:46.5418979+00:00"
"866","40540","service_not_received","83.26","MXN","won","2026-08-16T13:16:46.5418979+00:00"
"867","95532","service_not_received","31.79","USD","won","2026-07-02T13:00:46.5418979+00:00"
"868","51487","fraud","18.99","COP","lost","2026-07-10T09:08:46.5418979+00:00"
"869","25130","duplicate","114.06","USD","lost","2026-08-11T23:07:46.5418979+00:00"
"870","45012","duplicate","67.14","MXN","won","2026-07-04T09:22:46.5418979+00:00"
"871","19221","duplicate","59.61","COP","lost","2026-07-15T14:26:46.5418979+00:00"
"872","247482","unauthorized","36.63","USD","open","2026-07-23T04:39:46.5418979+00:00"
"873","58664","service_not_received","82","USD","open","2026-08-15T14:54:46.5418979+00:00"
"874","217335","fraud","131.63","USD","won","2026-07-10T00:43:46.5418979+00:00"
"875","211989","duplicate","91.18","MXN","open","2026-07-29T09:38:46.5418979+00:00"
"876","78270","fraud","9.98","COP","lost","2026-07-16T21:26:46.5418979+00:00"
"877","197715","unauthorized","43.15","COP","open","2026-08-04T05:09:46.5418979+00:00"
"878","56634","fraud","18.28","MXN","lost","2026-07-02T07:50:46.5418979+00:00"
"879","42876","unauthorized","51.76","COP","lost","2026-08-19T10:16:46.5418979+00:00"
"880","60653","fraud","105.81","USD","open","2026-08-15T07:51:46.5418979+00:00"
"881","95263","fraud","74.36","MXN","won","2026-07-10T10:34:46.5418979+00:00"
"882","203659","service_not_received","36.78","USD","open","2026-07-09T20:39:46.5418979+00:00"
"883","171528","service_not_received","124.49","USD","open","2026-07-02T18:23:46.5418979+00:00"
"884","173997","duplicate","113.88","USD","won","2026-08-05T17:00:46.5418979+00:00"
"885","195380","unauthorized","38.39","MXN","open","2026-06-24T17:39:46.5418979+00:00"
"886","136400","service_not_received","29.18","USD","lost","2026-08-15T00:35:46.5418979+00:00"
"887","48141","fraud","89.96","USD","open","2026-08-07T14:33:46.5418979+00:00"
"888","65135","service_not_received","113.82","USD","lost","2026-08-19T15:34:46.5418979+00:00"
"889","155952","fraud","59.29","MXN","won","2026-08-04T11:22:46.5418979+00:00"
"890","193568","duplicate","91.48","MXN","won","2026-07-12T16:32:46.5418979+00:00"
"891","187087","fraud","8.48","MXN","won","2026-07-11T18:35:46.5418979+00:00"
"892","174438","service_not_received","49.12","MXN","open","2026-06-25T01:37:46.5418979+00:00"
"893","178796","service_not_received","97.67","COP","lost","2026-08-10T12:13:46.5418979+00:00"
"894","249640","unauthorized","85.99","COP","won","2026-07-14T16:31:46.5418979+00:00"
"895","179964","fraud","44.49","COP","lost","2026-07-11T16:10:46.5418979+00:00"
"896","40483","unauthorized","118.29","COP","lost","2026-07-16T00:18:46.5418979+00:00"
"897","176433","fraud","118.44","USD","lost","2026-08-03T17:34:46.5418979+00:00"
"898","4636","fraud","60.5","COP","open","2026-06-21T17:03:46.5418979+00:00"
"899","159388","service_not_received","135.91","USD","won","2026-06-28T03:05:46.5418979+00:00"
"900","149509","service_not_received","87.23","COP","won","2026-07-28T16:43:46.5418979+00:00"
"901","42340","service_not_received","38.69","MXN","lost","2026-06-23T00:41:46.5418979+00:00"
"902","48938","service_not_received","109.36","COP","open","2026-08-10T18:58:46.5418979+00:00"
"903","203792","service_not_received","28.97","USD","won","2026-07-14T10:19:46.5418979+00:00"
"904","125382","service_not_received","69.72","USD","lost","2026-08-18T10:29:46.5418979+00:00"
"905","22500","unauthorized","100.45","MXN","lost","2026-07-24T08:28:46.5418979+00:00"
"906","248808","duplicate","125.46","COP","open","2026-07-09T20:42:46.5418979+00:00"
"907","183235","duplicate","17.76","COP","open","2026-07-06T21:36:46.5418979+00:00"
"908","117253","duplicate","11.46","USD","won","2026-07-29T21:59:46.5418979+00:00"
"909","110908","fraud","122.38","USD","won","2026-07-18T04:46:46.5418979+00:00"
"910","87974","duplicate","47.27","USD","lost","2026-08-03T23:19:46.5418979+00:00"
"911","221785","unauthorized","91.47","USD","lost","2026-07-18T04:46:46.5418979+00:00"
"912","43362","fraud","137.1","MXN","won","2026-08-06T11:30:46.5418979+00:00"
"913","163538","service_not_received","80.51","USD","lost","2026-07-18T16:58:46.5418979+00:00"
"914","227154","service_not_received","55.78","COP","won","2026-07-16T21:57:46.5418979+00:00"
"915","175653","fraud","35","MXN","lost","2026-07-22T10:15:46.5418979+00:00"
"916","140307","duplicate","24.63","MXN","won","2026-08-11T17:02:46.5418979+00:00"
"917","70471","service_not_received","87.78","USD","lost","2026-07-13T16:47:46.5418979+00:00"
"918","4418","duplicate","63.86","USD","open","2026-07-02T16:32:46.5418979+00:00"
"919","76749","service_not_received","97.39","USD","open","2026-07-08T17:58:46.5418979+00:00"
"920","107425","service_not_received","82.88","MXN","won","2026-07-15T02:22:46.5418979+00:00"
"921","177077","fraud","66.92","COP","lost","2026-07-09T05:03:46.5418979+00:00"
"922","50425","unauthorized","76.31","MXN","open","2026-06-19T22:23:46.5418979+00:00"
"923","114389","service_not_received","16.83","COP","won","2026-07-01T13:34:46.5418979+00:00"
"924","178351","duplicate","104.25","USD","open","2026-07-15T15:43:46.5418979+00:00"
"925","206597","service_not_received","81.17","COP","won","2026-08-08T00:32:46.5418979+00:00"
"926","59082","service_not_received","147.95","USD","open","2026-07-15T12:44:46.5418979+00:00"
"927","216844","unauthorized","144.71","COP","won","2026-07-11T08:16:46.5418979+00:00"
"928","25199","unauthorized","15.02","MXN","lost","2026-07-30T14:32:46.5418979+00:00"
"929","207158","fraud","79.59","MXN","won","2026-07-03T05:53:46.5418979+00:00"
"930","216304","duplicate","104.31","COP","lost","2026-06-23T07:01:46.5418979+00:00"
"931","64429","duplicate","43.87","USD","won","2026-08-10T17:59:46.5418979+00:00"
"932","79912","service_not_received","129.45","MXN","open","2026-08-16T00:15:46.5418979+00:00"
"933","118365","duplicate","56.43","USD","open","2026-07-08T17:04:46.5418979+00:00"
"934","81136","service_not_received","149.81","USD","lost","2026-07-30T15:00:46.5418979+00:00"
"935","104671","unauthorized","53.84","COP","open","2026-07-05T15:28:46.5418979+00:00"
"936","31657","duplicate","22.61","COP","lost","2026-06-25T12:21:46.5418979+00:00"
"937","201146","unauthorized","75.28","MXN","won","2026-08-03T14:35:46.5418979+00:00"
"938","73317","fraud","146.58","COP","open","2026-06-27T10:11:46.5418979+00:00"
"939","137195","service_not_received","20.33","USD","lost","2026-06-24T19:26:46.5418979+00:00"
"940","87383","service_not_received","5.86","COP","won","2026-08-13T11:44:46.5418979+00:00"
"941","134306","fraud","41.15","USD","lost","2026-07-13T02:01:46.5418979+00:00"
"942","215711","unauthorized","69.3","COP","lost","2026-08-14T02:55:46.5418979+00:00"
"943","32787","fraud","48.22","USD","lost","2026-06-21T13:16:46.5418979+00:00"
"944","234732","unauthorized","21.27","COP","open","2026-07-29T15:59:46.5418979+00:00"
"945","2764","service_not_received","60.71","COP","won","2026-08-18T13:13:46.5418979+00:00"
"946","26502","unauthorized","51.4","COP","won","2026-06-21T17:54:46.5418979+00:00"
"947","27941","unauthorized","91.02","MXN","lost","2026-06-23T01:36:46.5418979+00:00"
"948","21435","duplicate","40.89","USD","won","2026-07-09T19:39:46.5418979+00:00"
"949","188706","duplicate","131.59","USD","lost","2026-07-14T02:03:46.5418979+00:00"
"950","6027","duplicate","22.72","COP","won","2026-08-10T05:11:46.5418979+00:00"
"951","205088","unauthorized","121.65","MXN","lost","2026-07-15T08:05:46.5418979+00:00"
"952","234838","unauthorized","130.91","USD","lost","2026-08-18T05:43:46.5418979+00:00"
"953","22858","unauthorized","33.38","USD","open","2026-07-06T02:39:46.5527927+00:00"
"954","34002","duplicate","62.33","MXN","lost","2026-07-02T18:13:46.5527927+00:00"
"955","229518","duplicate","44.58","MXN","lost","2026-07-28T22:00:46.5527927+00:00"
"956","224068","unauthorized","45.52","COP","lost","2026-07-29T07:10:46.5527927+00:00"
"957","233444","service_not_received","113.09","COP","lost","2026-08-04T19:04:46.5527927+00:00"
"958","74793","duplicate","59.75","USD","open","2026-06-25T10:00:46.5527927+00:00"
"959","226305","unauthorized","56.96","MXN","lost","2026-07-03T02:26:46.5532233+00:00"
"960","10335","fraud","49.19","USD","won","2026-07-09T21:22:46.5532233+00:00"
"961","37325","duplicate","79.84","USD","open","2026-08-14T16:28:46.5532233+00:00"
"962","91986","fraud","55.9","MXN","lost","2026-07-19T16:11:46.5532233+00:00"
"963","137284","fraud","147.37","COP","lost","2026-06-30T11:00:46.5532233+00:00"
"964","28837","fraud","121.95","COP","lost","2026-07-13T00:32:46.5532233+00:00"
"965","126573","service_not_received","22.42","COP","won","2026-08-12T13:19:46.5532233+00:00"
"966","236740","service_not_received","25.42","MXN","won","2026-06-19T21:37:46.5532233+00:00"
"967","14962","duplicate","111.26","USD","lost","2026-06-19T20:50:46.5532233+00:00"
"968","38510","duplicate","7.39","USD","open","2026-08-15T21:24:46.5532233+00:00"
"969","132009","service_not_received","14.93","MXN","won","2026-08-09T02:44:46.5532233+00:00"
"970","24","fraud","128.45","USD","lost","2026-07-09T23:02:46.5532233+00:00"
"971","65016","duplicate","130.05","MXN","lost","2026-07-30T17:38:46.5532233+00:00"
"972","195133","unauthorized","98.14","USD","open","2026-08-14T02:16:46.5532233+00:00"
"973","228941","duplicate","11.95","COP","lost","2026-07-29T11:16:46.5532233+00:00"
