"settlement_id","payment_id","processor","gross_amount","processor_fee","net_amount","currency","settlement_status","settled_at"
"5321","5480","paypal","140.08","3.37","136.71","MXN","settled","2026-08-12T17:36:44.0674107+00:00"
"5322","249362","paypal","54.94","2.03","52.91","USD","settled","2026-08-15T10:32:44.0674107+00:00"
"5323","1147","paypal","102.53","2.59","99.94","USD","settled","2026-07-23T07:49:44.0674107+00:00"
"5324","206470","paypal","18.26","0.45","17.81","COP","settled","2026-07-28T06:37:44.0674107+00:00"
"5325","29897","paypal","90.53","2.88","87.65","COP","pending","2026-08-01T21:10:44.0674107+00:00"
"5326","5404","paypal","135.13","4.14","130.99","MXN","settled","2026-07-21T10:37:44.0674107+00:00"
"5327","248800","adyen","49.88","1.62","48.26","USD","settled","2026-08-12T06:19:44.0674107+00:00"
"5328","82349","adyen","40.39","1.25","39.14","USD","pending","2026-07-22T15:30:44.0674107+00:00"
"5329","8693","adyen","23.61","0.86","22.75","USD","settled","2026-07-31T19:43:44.0674107+00:00"
"5330","200868","stripe","11","0.39","10.61","COP","settled","2026-07-21T23:05:44.0674107+00:00"
"5331","228484","adyen","75.58","2.4","73.18","MXN","settled","2026-08-17T10:37:44.0674107+00:00"
"5332","108864","paypal","98.51","3.23","95.28","COP","settled","2026-08-07T19:04:44.0674107+00:00"
"5333","182177","stripe","100.93","2.34","98.59","USD","settled","2026-08-02T05:49:44.0674107+00:00"
"5334","20640","paypal","22.05","0.63","21.42","MXN","settled","2026-07-28T16:37:44.0674107+00:00"
"5335","17191","adyen","70.83","2.13","68.7","USD","pending","2026-07-20T12:57:44.0674107+00:00"
"5336","200079","adyen","9.77","0.23","9.54","COP","pending","2026-08-05T12:06:44.0674107+00:00"
"5337","230776","adyen","122.29","3.52","118.77","USD","settled","2026-08-16T16:03:44.0674107+00:00"
"5338","28677","stripe","71.07","1.7","69.37","USD","pending","2026-07-26T08:43:44.0674107+00:00"
"5339","147501","stripe","60.11","1.71","58.4","USD","pending","2026-07-20T21:44:44.0674107+00:00"
"5340","45739","adyen","98.4","2.5","95.9","MXN","settled","2026-08-04T21:58:44.0674107+00:00"
"5341","25114","adyen","97.55","2.81","94.74","USD","settled","2026-07-24T19:28:44.0674107+00:00"
"5342","2413","stripe","105.61","4.1","101.51","MXN","settled","2026-08-04T18:20:44.0674107+00:00"
"5343","159638","adyen","104.82","3.53","101.29","MXN","settled","2026-07-26T17:47:44.0674107+00:00"
"5344","211090","paypal","92.47","3.6","88.87","MXN","settled","2026-07-28T23:30:44.0674107+00:00"
"5345","1413","stripe","41.82","0.96","40.86","MXN","settled","2026-08-12T18:05:44.0674107+00:00"
"5346","118699","paypal","135.3","5.36","129.94","USD","settled","2026-08-05T20:05:44.0674107+00:00"
"5347","125794","stripe","86.81","2.01","84.8","MXN","settled","2026-07-23T16:54:44.0674107+00:00"
"5348","185823","adyen","14.33","0.3","14.03","MXN","pending","2026-07-23T04:32:44.0674107+00:00"
"5349","167166","adyen","69.41","1.75","67.66","USD","settled","2026-08-14T10:07:44.0674107+00:00"
"5350","96345","stripe","24.03","0.75","23.28","MXN","pending","2026-08-11T12:03:44.0674107+00:00"
"5351","124671","paypal","122.11","4.08","118.03","MXN","settled","2026-08-19T04:17:44.0674107+00:00"
"5352","3367","paypal","130.13","3.41","126.72","COP","settled","2026-07-19T21:46:44.0674107+00:00"
"5353","201603","adyen","16.99","0.42","16.57","USD","settled","2026-08-12T04:19:44.0674107+00:00"
"5354","175245","stripe","65.55","2.03","63.52","MXN","settled","2026-07-23T06:30:44.0674107+00:00"
"5355","239737","paypal","122.87","2.73","120.14","MXN","pending","2026-07-30T12:45:44.0674107+00:00"
"5356","181899","paypal","61.49","1.62","59.87","USD","pending","2026-08-07T06:03:44.0674107+00:00"
"5357","218693","adyen","133.11","4.74","128.37","MXN","pending","2026-07-31T09:07:44.0674107+00:00"
"5358","81137","paypal","113.79","3.44","110.35","USD","settled","2026-07-22T15:12:44.0674107+00:00"
"5359","70169","adyen","5.5","0.18","5.32","COP","pending","2026-07-23T04:04:44.0674107+00:00"
"5360","129029","paypal","109.73","2.38","107.35","COP","pending","2026-08-10T16:38:44.0674107+00:00"
"5361","218919","stripe","91.23","2.22","89.01","USD","settled","2026-07-25T07:45:44.0674107+00:00"
"5362","225400","paypal","123.18","3.12","120.06","USD","settled","2026-07-26T12:42:44.0674107+00:00"
"5363","111464","paypal","77.46","3","74.46","MXN","settled","2026-07-27T13:35:44.0674107+00:00"
"5364","240463","adyen","81.06","3.07","77.99","MXN","settled","2026-07-23T14:43:44.0674107+00:00"
"5365","183975","adyen","9.27","0.34","8.93","MXN","settled","2026-08-04T16:27:44.0674107+00:00"
"5366","204245","paypal","93.57","3.13","90.44","COP","settled","2026-08-05T19:39:44.0674107+00:00"
"5367","145615","stripe","145.55","3.27","142.28","MXN","settled","2026-08-02T19:20:44.0674107+00:00"
"5368","127932","stripe","46.01","1.1","44.91","USD","settled","2026-07-24T15:04:44.0674107+00:00"
"5369","156322","stripe","135.65","5.26","130.39","MXN","settled","2026-08-08T17:40:44.0674107+00:00"
"5370","227044","stripe","29.94","0.91","29.03","USD","pending","2026-07-31T09:05:44.0674107+00:00"
"5371","79673","paypal","90.65","2.81","87.84","USD","settled","2026-07-25T17:27:44.0674107+00:00"
"5372","131136","paypal","102.12","3.27","98.85","COP","pending","2026-07-30T20:13:44.0674107+00:00"
"5373","140381","adyen","41.83","1.28","40.55","COP","settled","2026-08-02T00:29:44.0674107+00:00"
"5374","73114","adyen","55.44","1.23","54.21","MXN","settled","2026-07-22T03:41:44.0674107+00:00"
"5375","136218","stripe","130.4","4.95","125.45","MXN","settled","2026-07-25T20:52:44.0674107+00:00"
"5376","224684","adyen","39.77","0.98","38.79","MXN","settled","2026-07-24T15:06:44.0674107+00:00"
"5377","137885","stripe","103.59","3.73","99.86","USD","settled","2026-08-19T04:33:44.0674107+00:00"
"5378","150201","paypal","22.1","0.51","21.59","COP","settled","2026-08-05T13:12:44.0674107+00:00"
"5379","10971","stripe","53.14","1.82","51.32","COP","pending","2026-08-11T23:46:44.0674107+00:00"
"5380","110512","paypal","106.83","3.88","102.95","MXN","settled","2026-07-31T07:18:44.0674107+00:00"
"5381","168468","adyen","79.52","2.66","76.86","USD","settled","2026-07-23T11:27:44.0674107+00:00"
"5382","35777","paypal","149.38","4.46","144.92","USD","settled","2026-08-06T20:26:44.0674107+00:00"
"5383","86025","paypal","78.34","2.85","75.49","COP","settled","2026-07-20T01:22:44.0674107+00:00"
"5384","197526","paypal","128.89","4.01","124.88","USD","settled","2026-08-02T21:35:44.0674107+00:00"
"5385","70153","paypal","80.24","1.82","78.42","USD","settled","2026-08-12T13:29:44.0674107+00:00"
"5386","225269","adyen","92.16","2.9","89.26","MXN","pending","2026-07-28T08:18:44.0674107+00:00"
"5387","9946","stripe","126.01","4.33","121.68","MXN","settled","2026-08-12T13:50:44.0674107+00:00"
"5388","39528","stripe","72.55","2.51","70.04","USD","settled","2026-07-24T12:53:44.0674107+00:00"
"5389","148987","stripe","102.51","2.74","99.77","MXN","settled","2026-07-24T14:10:44.0674107+00:00"
"5390","55316","paypal","65.16","1.98","63.18","COP","pending","2026-08-03T03:12:44.0674107+00:00"
"5391","214326","adyen","24.47","0.97","23.5","MXN","settled","2026-08-08T13:32:44.0674107+00:00"
"5392","235184","stripe","119.43","3.11","116.32","MXN","settled","2026-08-04T12:32:44.0674107+00:00"
"5393","131484","stripe","136.91","3.41","133.5","USD","settled","2026-07-31T15:29:44.0674107+00:00"
"5394","201294","paypal","58.54","1.79","56.75","MXN","pending","2026-08-07T15:10:44.0674107+00:00"
"5395","76701","stripe","16.26","0.41","15.85","COP","settled","2026-08-16T18:52:44.0674107+00:00"
"5396","171478","stripe","148.61","5.67","142.94","USD","pending","2026-08-08T16:34:44.0674107+00:00"
"5397","177185","adyen","127.65","4.7","122.95","COP","settled","2026-08-07T02:26:44.0674107+00:00"
"5398","24413","adyen","30.8","0.74","30.06","COP","settled","2026-08-13T12:06:44.0674107+00:00"
"5399","93222","paypal","44.35","1.02","43.33","COP","settled","2026-08-13T18:07:44.0674107+00:00"
"5400","191108","paypal","77.64","1.65","75.99","MXN","settled","2026-08-13T00:00:44.0674107+00:00"
"5401","38062","paypal","121.2","2.88","118.32","COP","settled","2026-07-25T16:25:44.0674107+00:00"
"5402","23731","adyen","32.08","0.74","31.34","USD","settled","2026-07-27T16:26:44.0674107+00:00"
"5403","111074","adyen","144.94","5.55","139.39","USD","pending","2026-08-08T01:06:44.0674107+00:00"
"5404","163902","adyen","58","2.04","55.96","USD","settled","2026-08-09T14:47:44.0674107+00:00"
"5405","219655","paypal","80.25","2.29","77.96","COP","pending","2026-07-30T13:24:44.0674107+00:00"
"5406","221965","paypal","56.39","1.6","54.79","USD","settled","2026-07-22T21:27:44.0674107+00:00"
"5407","62384","stripe","105.57","3.11","102.46","MXN","settled","2026-08-15T13:32:44.0674107+00:00"
"5408","243068","paypal","78.24","2.97","75.27","USD","settled","2026-07-26T19:42:44.0674107+00:00"
"5409","73052","paypal","77.6","1.55","76.05","COP","settled","2026-08-13T04:52:44.0674107+00:00"
"5410","161194","stripe","108.7","2.96","105.74","COP","settled","2026-08-06T14:47:44.0674107+00:00"
"5411","225569","stripe","98","2.01","95.99","COP","pending","2026-08-08T23:35:44.0674107+00:00"
"5412","214112","adyen","135.38","3.46","131.92","USD","settled","2026-07-20T01:54:44.0674107+00:00"
"5413","178823","stripe","45.98","1.73","44.25","USD","settled","2026-07-22T04:45:44.0674107+00:00"
"5414","63505","adyen","99.72","3.59","96.13","MXN","pending","2026-07-29T19:57:44.0674107+00:00"
"5415","107784","stripe","14.11","0.48","13.63","MXN","settled","2026-07-30T07:35:44.0674107+00:00"
"5416","3642","stripe","41.01","1.25","39.76","USD","settled","2026-08-11T22:21:44.0674107+00:00"
"5417","122522","paypal","102.2","3.27","98.93","USD","settled","2026-08-06T15:08:44.0674107+00:00"
"5418","194711","stripe","74.68","2.02","72.66","COP","settled","2026-07-21T02:38:44.0674107+00:00"
"5419","141573","paypal","85.65","2.82","82.83","MXN","settled","2026-08-04T18:55:44.0674107+00:00"
"5420","221306","paypal","10.99","0.29","10.7","USD","pending","2026-08-14T12:59:44.0674107+00:00"
"5421","152752","adyen","67.65","2.35","65.3","COP","settled","2026-08-15T18:18:44.0674107+00:00"
"5422","54126","stripe","111.05","3.33","107.72","USD","pending","2026-07-31T23:59:44.0674107+00:00"
"5423","38608","paypal","112.63","2.48","110.15","MXN","settled","2026-08-18T03:07:44.0674107+00:00"
"5424","175119","adyen","18.29","0.5","17.79","USD","settled","2026-08-14T09:02:44.0674107+00:00"
"5425","197509","stripe","29.78","1.09","28.69","MXN","settled","2026-07-24T11:00:44.0674107+00:00"
"5426","187767","adyen","107.75","3.81","103.94","USD","settled","2026-07-31T15:45:44.0674107+00:00"
"5427","18253","stripe","108.82","4.1","104.72","MXN","settled","2026-08-03T06:22:44.0674107+00:00"
"5428","124137","paypal","103.03","3.38","99.65","USD","pending","2026-07-29T20:38:44.0674107+00:00"
"5429","85744","adyen","14.86","0.33","14.53","USD","settled","2026-08-11T08:19:44.0674107+00:00"
"5430","66520","paypal","27.18","1.08","26.1","COP","settled","2026-08-14T13:33:44.0674107+00:00"
"5431","59655","adyen","74.88","2.74","72.14","MXN","settled","2026-07-23T07:36:44.0674107+00:00"
"5432","129714","paypal","127.86","4.35","123.51","COP","settled","2026-07-22T08:11:44.0674107+00:00"
"5433","76667","adyen","99.69","3.32","96.37","USD","settled","2026-08-09T09:54:44.0674107+00:00"
"5434","201516","adyen","86.78","3.08","83.7","COP","pending","2026-08-09T06:51:44.0674107+00:00"
"5435","172276","paypal","105.16","3.17","101.99","MXN","settled","2026-07-26T21:42:44.0674107+00:00"
"5436","34160","paypal","68.7","1.72","66.98","USD","settled","2026-08-16T19:43:44.0674107+00:00"
"5437","236618","paypal","101.03","2.92","98.11","USD","settled","2026-07-21T14:22:44.0674107+00:00"
"5438","195838","paypal","139.63","3.14","136.49","MXN","settled","2026-08-19T10:33:44.0674107+00:00"
"5439","116219","paypal","66.3","1.49","64.81","COP","settled","2026-08-02T11:20:44.0674107+00:00"
"5440","964","stripe","23.79","0.73","23.06","MXN","pending","2026-08-05T06:25:44.0674107+00:00"
"5441","216488","stripe","134.85","3.71","131.14","COP","settled","2026-07-21T16:20:44.0674107+00:00"
"5442","83109","paypal","54.6","2.12","52.48","COP","pending","2026-07-20T01:42:44.0674107+00:00"
"5443","80667","stripe","146.89","5.39","141.5","USD","settled","2026-08-03T16:12:44.0674107+00:00"
"5444","61196","stripe","92.99","2.64","90.35","USD","settled","2026-07-28T12:50:44.0674107+00:00"
"5445","57656","paypal","43.05","1.29","41.76","USD","pending","2026-08-05T10:18:44.0674107+00:00"
"5446","219429","paypal","39.08","1.14","37.94","USD","pending","2026-08-07T12:45:44.0674107+00:00"
"5447","228471","stripe","107.26","3.61","103.65","COP","pending","2026-08-03T23:48:44.0674107+00:00"
"5448","101375","paypal","13.38","0.27","13.11","USD","settled","2026-08-04T21:48:44.0674107+00:00"
"5449","237081","paypal","99.06","3.81","95.25","COP","pending","2026-08-12T01:26:44.0674107+00:00"
"5450","125030","adyen","78.52","2.23","76.29","COP","settled","2026-07-27T20:44:44.0674107+00:00"
"5451","160630","adyen","144.94","4.48","140.46","USD","settled","2026-08-04T14:58:44.0674107+00:00"
"5452","212276","paypal","12.53","0.3","12.23","USD","settled","2026-08-03T05:40:44.0674107+00:00"
"5453","119886","paypal","141.3","2.84","138.46","USD","settled","2026-08-11T17:00:44.0674107+00:00"
"5454","233995","paypal","132.88","3.14","129.74","USD","settled","2026-08-15T19:22:44.0674107+00:00"
"5455","202142","adyen","63.77","1.87","61.9","MXN","settled","2026-07-26T06:36:44.0674107+00:00"
"5456","130389","stripe","90.45","2.26","88.19","COP","settled","2026-07-29T10:16:44.0674107+00:00"
"5457","105933","adyen","139.24","5.43","133.81","USD","settled","2026-08-13T02:59:44.0674107+00:00"
"5458","2175","paypal","9.16","0.36","8.8","COP","settled","2026-07-30T23:07:44.0674107+00:00"
"5459","5637","adyen","141.4","4.15","137.25","COP","settled","2026-08-01T22:45:44.0674107+00:00"
"5460","228576","paypal","140.5","5.34","135.16","USD","pending","2026-08-08T23:15:44.0674107+00:00"
"5461","211446","stripe","59.45","1.3","58.15","USD","pending","2026-08-04T21:47:44.0674107+00:00"
"5462","154234","paypal","81.24","2.91","78.33","MXN","settled","2026-08-07T23:52:44.0674107+00:00"
"5463","103804","adyen","14.25","0.57","13.68","COP","settled","2026-07-26T08:32:44.0674107+00:00"
"5464","68251","stripe","41.8","1.59","40.21","COP","settled","2026-08-03T21:48:44.0674107+00:00"
"5465","236944","adyen","111.95","3.64","108.31","COP","settled","2026-08-11T17:58:44.0674107+00:00"
"5466","153329","adyen","18.11","0.56","17.55","MXN","settled","2026-07-31T18:32:44.0798220+00:00"
"5467","231424","adyen","78.34","2.35","75.99","MXN","settled","2026-08-11T11:39:44.0798220+00:00"
"5468","116814","paypal","86.32","3.2","83.12","USD","settled","2026-07-23T05:13:44.0798220+00:00"
"5469","166540","paypal","128.59","3.02","125.57","USD","pending","2026-08-07T12:56:44.0798220+00:00"
"5470","18565","adyen","95.09","3.58","91.51","MXN","pending","2026-08-05T01:53:44.0798220+00:00"
"5471","214703","adyen","69.71","1.72","67.99","USD","settled","2026-07-29T21:47:44.0798220+00:00"
"5472","83221","paypal","139.67","4.97","134.7","COP","pending","2026-08-03T18:06:44.0798220+00:00"
"5473","112575","adyen","21.84","0.61","21.23","USD","settled","2026-07-26T11:35:44.0798220+00:00"
"5474","158056","stripe","5.99","0.13","5.86","USD","settled","2026-08-09T15:10:44.0798220+00:00"
"5475","176614","adyen","11.79","0.37","11.42","USD","settled","2026-08-02T14:55:44.0798220+00:00"
"5476","109696","paypal","21.68","0.81","20.87","COP","settled","2026-07-29T15:41:44.0798220+00:00"
"5477","217431","paypal","48.04","1.3","46.74","COP","settled","2026-08-16T15:24:44.0798220+00:00"
"5478","70929","stripe","39.92","1.38","38.54","MXN","settled","2026-07-20T20:17:44.0798220+00:00"
"5479","123369","stripe","144.72","5.7","139.02","USD","settled","2026-08-16T08:04:44.0798220+00:00"
"5480","179315","adyen","105.14","2.22","102.92","MXN","settled","2026-08-12T05:25:44.0798220+00:00"
"5481","158745","adyen","123.11","2.99","120.12","MXN","settled","2026-08-02T09:19:44.0798220+00:00"
"5482","127907","stripe","60.26","1.78","58.48","COP","settled","2026-07-30T11:05:44.0798220+00:00"
"5483","125842","adyen","120.84","3.13","117.71","COP","settled","2026-08-19T06:49:44.0798220+00:00"
"5484","177230","adyen","110.91","4.11","106.8","COP","settled","2026-07-20T08:10:44.0798220+00:00"
"5485","165640","paypal","7.88","0.25","7.63","MXN","settled","2026-08-14T01:11:44.0798220+00:00"
"5486","150856","paypal","89.96","3.06","86.9","COP","settled","2026-08-15T22:30:44.0798220+00:00"
"5487","110488","paypal","48.56","1","47.56","MXN","pending","2026-07-25T19:37:44.0798220+00:00"
"5488","244981","stripe","143.94","4.53","139.41","USD","settled","2026-08-14T15:58:44.0798220+00:00"
"5489","119821","adyen","99.68","2.59","97.09","USD","settled","2026-08-03T06:21:44.0798220+00:00"
"5490","159676","paypal","121.79","4.49","117.3","MXN","settled","2026-08-03T03:09:44.0798220+00:00"
"5491","240380","adyen","140.08","4.35","135.73","USD","settled","2026-08-14T11:32:44.0798220+00:00"
"5492","98307","stripe","48.61","1.41","47.2","COP","pending","2026-07-20T01:04:44.0798220+00:00"
"5493","89847","paypal","132.31","3.04","129.27","USD","settled","2026-08-14T13:06:44.0798220+00:00"
"5494","175608","adyen","48.47","1.46","47.01","COP","settled","2026-07-30T12:05:44.0798220+00:00"
"5495","160233","adyen","131.47","4.16","127.31","MXN","pending","2026-08-02T14:03:44.0798220+00:00"
"5496","89886","paypal","93.79","2","91.79","COP","pending","2026-07-21T12:29:44.0798220+00:00"
"5497","216563","adyen","24.44","0.84","23.6","MXN","pending","2026-08-01T04:15:44.0798220+00:00"
"5498","30875","paypal","132.45","4.03","128.42","MXN","settled","2026-07-25T07:24:44.0818295+00:00"
"5499","128198","stripe","107.02","3.21","103.81","USD","settled","2026-07-20T20:38:44.0818295+00:00"
"5500","247178","paypal","113.4","3.63","109.77","MXN","settled","2026-07-21T21:05:44.0818295+00:00"
"5501","88349","adyen","27.67","0.8","26.87","USD","pending","2026-08-18T05:55:44.0818295+00:00"
"5502","145282","adyen","76.94","1.91","75.03","USD","settled","2026-08-17T05:42:44.0818295+00:00"
"5503","43725","adyen","101.19","3.79","97.4","MXN","settled","2026-08-07T01:25:44.0818295+00:00"
"5504","75643","paypal","68.45","1.82","66.63","COP","settled","2026-08-05T04:58:44.0818295+00:00"
"5505","78722","adyen","130.06","4.25","125.81","USD","pending","2026-07-24T06:50:44.0818295+00:00"
"5506","70943","stripe","71.65","2.31","69.34","MXN","settled","2026-08-14T23:02:44.0818295+00:00"
"5507","49163","paypal","110.53","3.62","106.91","USD","settled","2026-08-14T23:09:44.0818295+00:00"
"5508","228506","paypal","103.57","3.2","100.37","USD","settled","2026-08-13T21:34:44.0818295+00:00"
"5509","206046","stripe","87.94","2.64","85.3","COP","settled","2026-08-10T14:01:44.0818295+00:00"
"5510","31437","stripe","13.42","0.49","12.93","COP","settled","2026-08-06T09:25:44.0818295+00:00"
"5511","136814","stripe","77.11","2.49","74.62","MXN","settled","2026-07-24T17:27:44.0818295+00:00"
"5512","193335","paypal","94.33","2.64","91.69","USD","pending","2026-08-04T08:00:44.0818295+00:00"
"5513","156358","adyen","26.12","1.02","25.1","MXN","settled","2026-08-09T15:29:44.0818295+00:00"
"5514","45484","stripe","103.58","4.02","99.56","USD","pending","2026-07-21T00:54:44.0818295+00:00"
"5515","243713","stripe","100.79","2.28","98.51","USD","pending","2026-08-06T03:39:44.0818295+00:00"
"5516","184794","paypal","32.8","1.3","31.5","COP","settled","2026-08-17T21:02:44.0818295+00:00"
"5517","196455","adyen","11.37","0.45","10.92","COP","settled","2026-07-28T00:54:44.0818295+00:00"
"5518","191628","adyen","69.56","1.94","67.62","COP","settled","2026-08-01T03:29:44.0818295+00:00"
"5519","8528","stripe","83.69","3.2","80.49","USD","pending","2026-07-31T01:19:44.0818295+00:00"
"5520","174017","adyen","36.87","1.44","35.43","USD","settled","2026-07-30T12:35:44.0833369+00:00"
"5521","68825","paypal","75.61","2.77","72.84","MXN","settled","2026-08-01T01:04:44.0833369+00:00"
"5522","26800","adyen","23.64","0.57","23.07","MXN","settled","2026-07-28T15:53:44.0833369+00:00"
"5523","53715","paypal","103.83","4.09","99.74","COP","settled","2026-08-02T14:45:44.0833369+00:00"
"5524","75450","paypal","38.94","0.91","38.03","COP","pending","2026-07-24T09:07:44.0833369+00:00"
"5525","211328","stripe","49.97","1.2","48.77","MXN","settled","2026-07-23T03:42:44.0833369+00:00"
"5526","161522","paypal","27.8","1.03","26.77","COP","settled","2026-08-16T05:41:44.0833369+00:00"
"5527","152806","adyen","45.13","1.47","43.66","USD","settled","2026-08-14T09:44:44.0833369+00:00"
"5528","229011","adyen","20.69","0.49","20.2","COP","settled","2026-08-14T18:27:44.0833369+00:00"
"5529","20403","adyen","135.92","3.18","132.74","USD","settled","2026-07-26T18:16:44.0833369+00:00"
"5530","138885","paypal","84.42","2.42","82","COP","settled","2026-08-08T10:07:44.0833369+00:00"
"5531","105179","paypal","41.7","0.96","40.74","USD","settled","2026-07-19T16:45:44.0833369+00:00"
"5532","71202","paypal","46.81","1.39","45.42","MXN","pending","2026-08-02T15:37:44.0833369+00:00"
"5533","75813","stripe","12.6","0.3","12.3","COP","settled","2026-08-07T00:25:44.0833369+00:00"
"5534","249046","paypal","5.95","0.15","5.8","COP","settled","2026-07-19T22:32:44.0833369+00:00"
"5535","139615","paypal","31.91","1.13","30.78","MXN","settled","2026-07-21T04:32:44.0833369+00:00"
"5536","100181","adyen","110.86","4.32","106.54","MXN","pending","2026-07-21T14:57:44.0833369+00:00"
"5537","217951","paypal","25.93","0.74","25.19","MXN","settled","2026-08-04T16:11:44.0833369+00:00"
"5538","45477","stripe","92.82","2.41","90.41","COP","pending","2026-08-10T16:18:44.0833369+00:00"
"5539","192291","stripe","56.63","1.67","54.96","MXN","settled","2026-07-31T15:16:44.0833369+00:00"
"5540","198815","adyen","74.53","2.46","72.07","COP","pending","2026-08-13T13:34:44.0833369+00:00"
"5541","49768","stripe","99.91","3.41","96.5","MXN","settled","2026-08-14T21:17:44.0833369+00:00"
"5542","82563","stripe","53.53","2.02","51.51","USD","settled","2026-07-20T11:27:44.0833369+00:00"
"5543","181547","stripe","122.33","4.42","117.91","USD","settled","2026-07-31T23:39:44.0833369+00:00"
"5544","82030","adyen","121.12","4.56","116.56","COP","settled","2026-08-11T13:49:44.0833369+00:00"
"5545","35899","paypal","76.4","2.89","73.51","COP","settled","2026-08-06T09:29:44.0833369+00:00"
"5546","2507","stripe","108.81","2.71","106.1","MXN","settled","2026-08-13T04:51:44.0833369+00:00"
"5547","195565","stripe","19.15","0.52","18.63","COP","pending","2026-08-16T20:12:44.0833369+00:00"
"5548","249783","stripe","144.01","4.28","139.73","COP","settled","2026-08-18T19:28:44.0833369+00:00"
"5549","204821","stripe","126.84","4.78","122.06","MXN","settled","2026-07-26T01:11:44.0853456+00:00"
"5550","65085","adyen","11.27","0.32","10.95","USD","settled","2026-08-06T04:10:44.0853456+00:00"
"5551","242857","stripe","135.41","4.92","130.49","COP","settled","2026-07-31T05:50:44.0853456+00:00"
"5552","49272","stripe","128.24","4.91","123.33","USD","settled","2026-07-24T06:31:44.0853456+00:00"
"5553","104683","adyen","85.9","2.48","83.42","MXN","settled","2026-07-24T20:23:44.0853456+00:00"
"5554","135118","stripe","99.48","3.59","95.89","COP","settled","2026-08-14T14:12:44.0853456+00:00"
"5555","219878","paypal","108.45","2.25","106.2","MXN","settled","2026-07-30T01:25:44.0853456+00:00"
"5556","13142","paypal","28.61","1.02","27.59","MXN","pending","2026-07-28T15:13:44.0853456+00:00"
"5557","135191","paypal","92.66","2.66","90","USD","pending","2026-08-09T13:22:44.0853456+00:00"
"5558","130581","adyen","15.53","0.35","15.18","COP","settled","2026-07-31T16:28:44.0853456+00:00"
"5559","152925","stripe","99.06","3.88","95.18","COP","pending","2026-08-08T21:30:44.0853456+00:00"
"5560","245790","stripe","100.62","2.3","98.32","MXN","settled","2026-08-08T01:43:44.0853456+00:00"
"5561","129148","stripe","26.96","0.77","26.19","MXN","settled","2026-08-07T12:39:44.0853456+00:00"
"5562","156140","adyen","68.71","1.69","67.02","USD","settled","2026-08-17T13:48:44.0853456+00:00"
"5563","244783","adyen","47.86","1.83","46.03","MXN","settled","2026-08-10T07:44:44.0853456+00:00"
"5564","163636","adyen","73.29","2.43","70.86","USD","settled","2026-07-27T14:21:44.0853456+00:00"
"5565","65912","adyen","85.21","2.09","83.12","COP","settled","2026-08-07T22:50:44.0853456+00:00"
"5566","108234","adyen","63.79","1.74","62.05","COP","settled","2026-08-08T06:50:44.0853456+00:00"
"5567","134674","paypal","144.3","5.11","139.19","COP","settled","2026-08-16T22:29:44.0853456+00:00"
"5568","213067","paypal","39.42","0.94","38.48","COP","settled","2026-07-27T20:37:44.0853456+00:00"
"5569","32895","adyen","82.01","2.38","79.63","USD","settled","2026-08-12T18:12:44.0853456+00:00"
"5570","16617","adyen","13.11","0.39","12.72","USD","pending","2026-07-20T11:03:44.0853456+00:00"
"5571","9665","stripe","58.86","2.13","56.73","MXN","settled","2026-07-24T03:40:44.0853456+00:00"
"5572","33139","stripe","80.36","2.55","77.81","COP","settled","2026-07-27T10:18:44.0853456+00:00"
"5573","218398","stripe","29.9","1.06","28.84","COP","pending","2026-08-16T15:28:44.0853456+00:00"
"5574","47861","stripe","78.72","1.92","76.8","COP","settled","2026-08-14T23:43:44.0853456+00:00"
"5575","183043","adyen","144.6","3.38","141.22","MXN","settled","2026-08-14T14:48:44.0853456+00:00"
"5576","93722","stripe","141.43","3.38","138.05","MXN","pending","2026-08-19T14:07:44.0853456+00:00"
"5577","82638","paypal","139.17","4.69","134.48","USD","settled","2026-08-07T00:09:44.0853456+00:00"
"5578","66361","paypal","122.13","3.9","118.23","COP","settled","2026-07-27T15:53:44.0853456+00:00"
"5579","171182","stripe","80.08","2.67","77.41","COP","settled","2026-08-03T23:05:44.0853456+00:00"
"5580","124391","adyen","132.8","5.14","127.66","USD","pending","2026-08-01T20:23:44.0873534+00:00"
"5581","186718","paypal","116.95","4.43","112.52","COP","pending","2026-07-29T18:53:44.0873534+00:00"
"5582","192862","stripe","62.09","2.42","59.67","MXN","settled","2026-08-04T08:34:44.0873534+00:00"
"5583","94330","stripe","37.93","1.5","36.43","MXN","settled","2026-08-10T18:22:44.0873534+00:00"
"5584","18618","paypal","124.48","3.72","120.76","MXN","settled","2026-08-06T16:54:44.0873534+00:00"
"5585","95821","paypal","129.62","4.06","125.56","MXN","settled","2026-08-08T22:50:44.0873534+00:00"
"5586","33184","adyen","72.91","1.92","70.99","COP","pending","2026-08-13T11:35:44.0873534+00:00"
"5587","197147","adyen","102.2","2.66","99.54","MXN","settled","2026-08-18T02:05:44.0873534+00:00"
"5588","193103","paypal","148.04","5.83","142.21","MXN","settled","2026-08-11T13:41:44.0873534+00:00"
"5589","7491","paypal","83.11","2.97","80.14","COP","pending","2026-08-19T12:43:44.0873534+00:00"
"5590","118859","adyen","103.38","3.9","99.48","MXN","settled","2026-07-31T01:50:44.0873534+00:00"
"5591","241475","adyen","126.48","3.29","123.19","COP","pending","2026-07-21T02:26:44.0873534+00:00"
"5592","90092","paypal","60.55","2.22","58.33","USD","pending","2026-08-03T11:31:44.0873534+00:00"
